"data","k","method","iter1","iter2","iter3","iter4","iter5","iter6","iter7","iter8","iter9","iter10","iter11","iter12","iter13","iter14","iter15","iter16","iter17","iter18","iter19","iter20","iter21","iter22","iter23","iter24","iter25","iter26","iter27","iter28","iter29","iter30","iter31","iter32","iter33","iter34","iter35","iter36","iter37","iter38","iter39","iter40","iter41","iter42","iter43","iter44","iter45","iter46","iter47","iter48","iter49","iter50","iter51","iter52","iter53","iter54","iter55","iter56","iter57","iter58","iter59","iter60","iter61","iter62","iter63","iter64","iter65","iter66","iter67","iter68","iter69","iter70","iter71","iter72","iter73","iter74","iter75","iter76","iter77","iter78","iter79","iter80","iter81","iter82","iter83","iter84","iter85","iter86","iter87","iter88","iter89","iter90","iter91","iter92","iter93","iter94","iter95","iter96","iter97","iter98","iter99","iter100","iter101"
"sla",20,"vanila",-748896.010088885,-675647.710822922,-666477.949155497,-663133.065441693,-661420.824383704,-660740.582452789,-660425.264060075,-660313.903950073,-660252.11643796,-660203.359454805,-660166.722229144,-660125.333431242,-660093.25605552,-660063.452222163,-660033.513526844,-660005.091549405,-659969.034559178,-659952.597599717,-659933.995286428,-659914.422968404,-659898.482326579,-659888.676622299,-659881.310344346,-659872.892403025,-659865.384096648,-659856.63184321,-659847.407610111,-659836.763097472,-659824.538876875,-659812.614051651,-659798.20880707,-659780.073077652,-659772.802377102,-659770.055504433,-659766.712850322,-659764.441901694,-659762.905787042,-659760.762834569,-659758.161669356,-659756.275754751,-659755.282269928,-659754.533690352,-659752.753427213,-659750.980579527,-659749.768365319,-659749.048617096,-659748.35791115,-659747.357640269,-659746.572314048,-659745.778829907,-659744.948234367,-659743.149119051,-659742.093606481,-659741.835652331,-659741.637888597,-659741.387108824,-659741.030259261,-659740.777880195,-659740.429858759,-659740.183022969,-659739.80684282,-659739.319420192,-659738.590114607,-659738.048341046,-659737.635698662,-659737.268411357,-659736.695995433,-659736.33183365,-659736.096592737,-659735.891788187,-659735.676227378,-659735.377222787,-659734.881839403,-659734.6938739,-659734.48899735,-659734.242729014,-659733.282407685,-659732.692279702,-659732.473778004,-659732.224008236,-659731.993830008,-659731.163114622,-659730.949220116,-659730.877399912,-659730.807490563,-659730.641582661,-659730.348370014,-659730.1831364,-659729.995256746,-659729.905706631,-659729.772478611,-659729.400415807,-659729.039911879,-659728.545266664,-659727.948174225,-659727.244429801,-659727.087870839,-659726.995221533,-659726.880505692,-659726.781109158,-659726.590992326
"sla",20,"nndsvd",-730847.411302717,-670520.716827136,-665136.38663703,-664076.672166855,-663628.470930834,-662780.581157452,-661197.317490132,-660491.584057388,-660318.368336801,-660240.905108738,-660206.55042622,-660181.624574501,-660160.340525249,-660144.683861202,-660132.549659361,-660125.094911835,-660119.223389185,-660111.307069268,-660105.260876277,-660099.904205767,-660094.554968167,-660091.344623285,-660088.482004527,-660086.502168046,-660083.736651842,-660081.120371896,-660078.224295114,-660075.637944374,-660073.703424357,-660072.388739286,-660070.214853971,-660068.22137487,-660067.171290863,-660066.106860842,-660065.08638544,-660064.257314743,-660063.666478618,-660062.904840314,-660062.138831934,-660060.938058664,-660059.76285504,-660059.334862928,-660058.884201528,-660058.562825873,-660058.235231822,-660058.019872151,-660057.790512816,-660056.272625065,-660055.798049142,-660055.26023812,-660054.935189822,-660054.463854453,-660054.086639459,-660053.569058418,-660053.418612815,-660053.237782435,-660052.933656769,-660052.569074201,-660051.047246246,-660049.840062698,-660049.24653504,-660048.648718327,-660048.261713489,-660047.979601899,-660047.67081931,-660047.359732231,-660047.019317657,-660046.57937503,-660045.77075676,-660044.587218393,-660044.021272585,-660043.597902309,-660042.644359395,-660041.771729825,-660040.833576258,-660039.724405531,-660038.88986695,-660037.738669228,-660037.055395948,-660036.422610194,-660035.896619486,-660035.315419384,-660034.113003856,-660032.659086647,-660031.617625359,-660030.79434146,-660030.034351748,-660029.323977308,-660028.51646951,-660027.830488728,-660026.917112761,-660025.783153962,-660023.913258974,-660022.669402674,-660021.523546427,-660020.51795321,-660018.619207321,-660016.991447307,-660015.503824521,-660013.369423212,-660011.201905808
"sla",20,"random",-788321.009160271,-691162.088148644,-676220.294241908,-666163.17966105,-662504.808846321,-661402.754244503,-661073.940060274,-660905.657070165,-660813.732947765,-660751.444791164,-660704.586617721,-660663.676489817,-660622.686094447,-660588.794412485,-660566.038991037,-660541.141041126,-660508.909738366,-660473.20382108,-660411.911757517,-660303.286245909,-660142.790215666,-659579.141295608,-658330.396987689,-657441.043123038,-657198.404897067,-657124.744624916,-657081.849716385,-657064.664250705,-657054.744571229,-657048.644187446,-657043.689607966,-657039.942066564,-657037.651920942,-657035.729669554,-657033.808748704,-657032.691245178,-657031.946705493,-657031.307095631,-657030.878089212,-657030.559216797,-657030.35081922,-657030.033251891,-657029.607769552,-657029.472157776,-657029.32591314,-657029.068443731,-657028.902022737,-657028.819019313,-657028.731473337,-657028.59575965,-657028.467530467,-657028.369918231,-657028.283701924,-657028.213945559,-657028.169330343,-657028.137740909,-657028.112427094,-657028.090478327,-657028.071365215,-657028.054980519,-657028.040630683,-657028.027969047,-657028.01660991,-657028.006028679,-657027.995443609,-657027.983829928,-657027.970014681,-657027.952422513,-657027.926036766,-657027.85771394,-657027.569373427,-657027.477069235,-657027.460635821,-657027.444620723,-657027.426786642,-657027.408924813,-657027.393544839,-657027.382083765,-657027.374023308,-657027.366821506,-657027.355647983,-657027.343851439,-657027.340134773,-657027.336119793,-657027.331626623,-657027.327803447,-657027.325178889,-657027.323301974,-657027.321700362,-657027.320184626,-657027.318701794,-657027.317237944,-657027.315789785,-657027.314357628,-657027.312943268,-657027.311548822,-657027.310175319,-657027.308820246,-657027.307472752,-657027.30610265,-657027.304628797
"sla",25,"pn",-660564.367828889,-645730.389672554,-644872.036409413,-644596.826013439,-644465.823482308,-644376.41397543,-644297.040444021,-644240.68238298,-644201.303773578,-644164.26576769,-644133.366323912,-644094.034626478,-644034.022404276,-643943.329256211,-643680.146861715,-642468.869031325,-641173.769475013,-640667.518022355,-640538.372338126,-640478.566285579,-640449.656634487,-640430.712632735,-640420.495038829,-640413.616644517,-640408.17612593,-640404.465735799,-640399.093165144,-640379.85623762,-640370.656758483,-640363.492647983,-640360.286690015,-640356.42370325,-640353.041691478,-640350.787565995,-640348.425006741,-640346.238935341,-640341.680292279,-640337.509237649,-640332.58452326,-640324.679663828,-640318.534656104,-640315.036970787,-640310.587889542,-640308.547898976,-640306.88672746,-640304.558996704,-640303.195517367,-640300.203324711,-640288.418640973,-640284.614278361,-640283.607663344,-640282.647505999,-640281.210844798,-640279.99007411,-640279.248532713,-640278.736289613,-640278.177896229,-640277.538159252,-640277.089731616,-640276.577596672,-640276.017523884,-640273.533353954,-640272.218871323,-640271.597720371,-640270.867002223,-640270.258366417,-640269.915583579,-640269.656397735,-640269.43953259,-640269.24034453,-640268.980417376,-640268.664182093,-640268.489708181,-640268.346172625,-640268.212950972,-640268.113577543,-640268.03534028,-640267.967163178,-640267.888339572,-640267.76404617,-640267.608863446,-640267.267239666,-640267.085016936,-640266.745420062,-640266.693118052,-640266.646846972,-640266.565311112,-640266.467891254,-640266.417866579,-640266.388577564,-640266.375608261,-640266.36665944,-640266.357075157,-640266.342374687,-640266.310063368,-640266.258098757,-640266.220851602,-640266.193084618,-640266.170537491,-640266.152980142,-640266.136249744
"sla",25,"rec1_pn",-657365.708610982,-641424.771079817,-640400.377235091,-640152.709356245,-640063.985049383,-640019.211737718,-639995.538606323,-639977.518667258,-639964.978958022,-639955.63928337,-639949.066585446,-639944.277555456,-639939.908484725,-639937.046908153,-639934.92072255,-639933.42093195,-639931.902472603,-639930.885753513,-639930.065492202,-639928.668429364,-639927.469660605,-639926.487393791,-639925.636349381,-639924.705461425,-639924.061439689,-639923.639739891,-639923.222923492,-639922.923790277,-639922.610158145,-639922.090931562,-639921.341358865,-639920.762178263,-639920.31414228,-639920.089935599,-639919.881460795,-639919.705945115,-639919.513471063,-639919.278164404,-639919.104814006,-639919.012242409,-639918.946880701,-639918.886389328,-639918.824591031,-639918.753307711,-639918.701840341,-639918.654955653,-639918.58044872,-639918.460587654,-639918.334190939,-639918.23009408,-639918.134468337,-639918.050445636,-639917.988544554,-639917.948895494,-639917.923736718,-639917.905495971,-639917.891014163,-639917.880381578,-639917.871288156,-639917.859333925,-639917.830240907,-639917.723911599,-639917.407165076,-639917.12890993,-639917.067321736,-639917.015651428,-639916.849166346,-639916.3361562,-639916.126621548,-639916.010047936,-639915.978228017,-639915.896751693,-639915.389367504,-639915.263216803,-639915.235176346,-639915.190045733,-639914.926280191,-639914.638787218,-639914.598907457,-639914.582864875,-639914.562100764,-639914.536867097,-639914.51497511,-639914.487497323,-639914.451146349,-639914.413865602,-639914.377703683,-639914.340695107,-639914.290721388,-639914.239122584,-639914.201900642,-639914.159896257,-639914.108250362,-639914.067050764,-639914.047368895,-639914.039528948,-639914.035487275,-639914.031968891,-639914.026724141,-639914.016868011,-639914.003474469
"sla",25,"rec2_pn",-658702.502681156,-645799.304296404,-644888.670549863,-644577.524642417,-644407.392991182,-644290.037538092,-644209.693304796,-644126.860032162,-644051.927667327,-644005.217978391,-643982.094372499,-643958.705209879,-643933.233339336,-643914.919850296,-643882.034770597,-643862.194747282,-643822.286686596,-643799.948755027,-643772.777050964,-643728.344848612,-643671.447992828,-643403.353858972,-642358.628590178,-641527.319224321,-640881.986024359,-640516.804418724,-640425.422747796,-640375.568612349,-640346.594403773,-640329.498154065,-640317.225515285,-640309.599582982,-640304.263344098,-640300.915801768,-640295.962980284,-640292.710477208,-640290.935342757,-640289.286716438,-640286.500183098,-640283.562113789,-640280.544142151,-640277.249885604,-640275.667158765,-640273.990621778,-640271.181828251,-640269.7421284,-640268.99393913,-640268.516356719,-640268.204088769,-640267.935208963,-640267.60625656,-640267.036708184,-640266.127778101,-640265.07775228,-640264.768177454,-640264.605252209,-640264.420445082,-640264.203360384,-640263.933473401,-640263.807277553,-640263.735953413,-640263.6147274,-640263.431914105,-640262.960264381,-640262.726109959,-640262.588354998,-640262.462478815,-640262.354500923,-640262.275736222,-640262.172558131,-640261.973471289,-640261.822549689,-640261.765494264,-640261.731903676,-640261.581252839,-640261.435918884,-640261.39932464,-640261.320113919,-640261.211677965,-640261.107917227,-640260.981795385,-640260.691054464,-640260.635534998,-640260.602218312,-640260.575765831,-640260.553194473,-640260.534166899,-640260.517754144,-640260.502218786,-640260.484815736,-640260.464125419,-640260.43537099,-640260.371727047,-640260.315853127,-640260.295040356,-640260.272916752,-640260.213845721,-640260.015659322,-640259.949229731,-640259.917272729,-640259.881888579
"sla",25,"rec12_pn",-656248.996210765,-641484.250230769,-640268.839520415,-639584.447781135,-638963.237650536,-638451.76022359,-637886.51886499,-637739.849841967,-637691.615867103,-637667.89150396,-637656.1109218,-637647.333547568,-637641.531109703,-637638.523773172,-637635.729340363,-637633.774297108,-637632.785904331,-637632.125338557,-637631.259259294,-637630.763161159,-637630.115001169,-637629.568475239,-637629.177507486,-637628.604985233,-637628.181737818,-637627.801196904,-637627.555070617,-637627.347817407,-637626.928977833,-637626.575406581,-637626.493934682,-637626.394461385,-637626.279098433,-637626.189130518,-637626.109230759,-637626.06252111,-637626.023648786,-637625.963079006,-637625.836044237,-637625.733763423,-637625.707264982,-637625.693812431,-637625.683231744,-637625.671814392,-637625.656214879,-637625.628951147,-637625.577606408,-637625.539207062,-637625.523215214,-637625.511140419,-637625.496768677,-637625.476639287,-637625.455101061,-637625.441790939,-637625.435338875,-637625.431122594,-637625.42719364,-637625.42284154,-637625.417434387,-637625.409315442,-637625.389319795,-637625.318639464,-637625.259528929,-637625.192557168,-637625.147407123,-637625.103706386,-637625.070636071,-637625.061246083,-637625.058453805,-637625.056543655,-637625.054853172,-637625.053274075,-637625.051762813,-637625.050296592,-637625.048866612,-637625.047471227,-637625.046101546,-637625.044719891,-637625.043230568,-637625.041418716,-637625.038728431,-637625.032819512,-637624.992051925,-637624.877295539,-637624.868320231,-637624.861222572,-637624.856027416,-637624.852617127,-637624.85026705,-637624.848362199,-637624.846482764,-637624.84428078,-637624.841367113,-637624.837316071,-637624.832026456,-637624.826387033,-637624.821826486,-637624.818836168,-637624.817004913,-637624.815817646,-637624.814941301
"sla",25,"rec",-734438.314182922,-657225.042526255,-646091.126390612,-642060.060106499,-640879.030015513,-639980.36234736,-638504.247049629,-637896.298553334,-637754.816360509,-637709.586264712,-637682.354434373,-637666.023328461,-637655.835173597,-637649.354986671,-637645.044229906,-637641.297571753,-637638.180330292,-637636.263311445,-637634.811928149,-637633.476816603,-637632.230663744,-637631.520023069,-637630.91663242,-637630.167386876,-637629.683244245,-637629.217250919,-637628.969644531,-637628.726755279,-637628.328638197,-637628.100243375,-637627.957009909,-637627.798596834,-637627.615748133,-637627.449109334,-637627.233005229,-637626.913190422,-637626.678294952,-637626.553117864,-637626.406497628,-637626.120105437,-637626.0149758,-637625.960419229,-637625.921827991,-637625.88422881,-637625.846820702,-637625.811047616,-637625.784308238,-637625.764180732,-637625.746389575,-637625.730587782,-637625.716899571,-637625.703256879,-637625.68539065,-637625.654224981,-637625.604471957,-637625.565565079,-637625.550586279,-637625.542752751,-637625.536121247,-637625.52961395,-637625.523149853,-637625.516894228,-637625.510806871,-637625.504704339,-637625.49803259,-637625.489172217,-637625.473949668,-637625.444441499,-637625.407246369,-637625.386721029,-637625.376694125,-637625.36766928,-637625.355877928,-637625.335392591,-637625.3004242,-637625.276249802,-637625.263012478,-637625.249654732,-637625.215563923,-637625.117433008,-637625.108070653,-637625.105143974,-637625.102337397,-637625.099635133,-637625.09722152,-637625.095117479,-637625.093226816,-637625.091461115,-637625.089759581,-637625.088080911,-637625.086401456,-637625.084717514,-637625.083049296,-637625.081443358,-637625.079963314,-637625.078664074,-637625.077570272,-637625.076677844,-637625.075966678,-637625.075409249,-637625.074974906
"sla",25,"vanila",-734438.314182922,-657225.042526255,-646091.126390612,-642060.060106499,-640879.030015513,-639980.36234736,-638504.247049629,-637896.298553334,-637754.816360509,-637709.586264712,-637682.354434373,-637666.023328461,-637655.835173597,-637649.354986671,-637645.044229906,-637641.297571753,-637638.180330292,-637636.263311445,-637634.811928149,-637633.476816603,-637632.230663744,-637631.520023069,-637630.91663242,-637630.167386876,-637629.683244245,-637629.217250919,-637628.969644531,-637628.726755279,-637628.328638197,-637628.100243375,-637627.957009909,-637627.798596834,-637627.615748133,-637627.449109334,-637627.233005229,-637626.913190422,-637626.678294952,-637626.553117864,-637626.406497628,-637626.120105437,-637626.0149758,-637625.960419229,-637625.921827991,-637625.88422881,-637625.846820702,-637625.811047616,-637625.784308238,-637625.764180732,-637625.746389575,-637625.730587782,-637625.716899571,-637625.703256879,-637625.68539065,-637625.654224981,-637625.604471957,-637625.565565079,-637625.550586279,-637625.542752751,-637625.536121247,-637625.52961395,-637625.523149853,-637625.516894228,-637625.510806871,-637625.504704339,-637625.49803259,-637625.489172217,-637625.473949668,-637625.444441499,-637625.407246369,-637625.386721029,-637625.376694125,-637625.36766928,-637625.355877928,-637625.335392591,-637625.3004242,-637625.276249802,-637625.263012478,-637625.249654732,-637625.215563923,-637625.117433008,-637625.108070653,-637625.105143974,-637625.102337397,-637625.099635133,-637625.09722152,-637625.095117479,-637625.093226816,-637625.091461115,-637625.089759581,-637625.088080911,-637625.086401456,-637625.084717514,-637625.083049296,-637625.081443358,-637625.079963314,-637625.078664074,-637625.077570272,-637625.076677844,-637625.075966678,-637625.075409249,-637625.074974906
"sla",25,"nndsvd",-717215.904658919,-648352.966327806,-642785.490115471,-641606.222458863,-641336.345903547,-641160.043481466,-640991.421690128,-640840.365862813,-640503.606478748,-639437.64506815,-638099.238753384,-637794.936099362,-637716.884314036,-637683.117643176,-637664.887820941,-637653.930414724,-637646.7043733,-637642.348845069,-637639.688369969,-637636.51515311,-637634.128080021,-637632.820178826,-637631.848979444,-637631.186929786,-637630.396616575,-637629.692771369,-637629.045695694,-637628.652644997,-637628.335337364,-637628.057932415,-637627.688300497,-637627.301648712,-637627.108026161,-637626.866480948,-637626.620883258,-637626.476198752,-637626.360454043,-637626.211771811,-637626.065917736,-637625.974553714,-637625.902089312,-637625.772429031,-637625.660431717,-637625.528107258,-637625.506218475,-637625.491407213,-637625.477916141,-637625.463328894,-637625.430710234,-637625.30461076,-637625.289394267,-637625.2808515,-637625.273835108,-637625.267502824,-637625.261639785,-637625.255770589,-637625.248855834,-637625.239218543,-637625.228060486,-637625.219897434,-637625.213205527,-637625.205825425,-637625.197322095,-637625.188357255,-637625.179974407,-637625.172929322,-637625.167433893,-637625.163261395,-637625.16000277,-637625.157242209,-637625.154597693,-637625.151667571,-637625.147919469,-637625.142605586,-637625.134652341,-637625.123492935,-637625.113420185,-637625.107346318,-637625.102125071,-637625.094568815,-637625.082101208,-637625.06619371,-637625.054593461,-637625.049504394,-637625.047518529,-637625.046533373,-637625.045883218,-637625.045369961,-637625.044915311,-637625.044470881,-637625.043988985,-637625.043398884,-637625.042558672,-637625.041108888,-637625.037900508,-637625.028323404,-637624.998871529,-637624.971017162,-637624.963793985,-637624.958532198,-637624.950902944
"sla",25,"random",-787875.290183013,-672041.651290987,-653684.117610272,-647340.614141138,-645967.141901301,-645157.394728795,-643294.471055092,-641844.346889705,-641617.730274957,-641499.22259161,-641413.222972919,-641330.961741744,-641223.327030274,-640950.389100702,-639839.60203457,-638481.557432896,-637986.350590183,-637807.830889177,-637712.64559776,-637681.759001111,-637665.762518498,-637655.144899068,-637647.059835011,-637642.45343717,-637638.752713123,-637636.447526788,-637634.495997205,-637633.040228378,-637631.870521676,-637631.137975566,-637630.641029983,-637630.184781567,-637629.81620495,-637629.416609887,-637628.989358688,-637628.634510471,-637628.349906925,-637628.218413792,-637628.129298427,-637628.043644603,-637627.952581419,-637627.851875389,-637627.73455536,-637627.579426877,-637627.240935675,-637627.109238727,-637627.020068475,-637626.933919872,-637626.821559067,-637626.699085853,-637626.585894949,-637626.352421408,-637626.252428256,-637626.20590348,-637626.100551906,-637626.063141811,-637626.045517752,-637626.029460206,-637626.012700292,-637625.992383794,-637625.962445109,-637625.907820678,-637625.854373804,-637625.828219399,-637625.808357653,-637625.779710521,-637625.736269222,-637625.702717741,-637625.687146404,-637625.676695092,-637625.66287569,-637625.640515966,-637625.607227529,-637625.563529134,-637625.522383285,-637625.50063133,-637625.489514652,-637625.481374975,-637625.474252175,-637625.467911114,-637625.46239487,-637625.457642412,-637625.453424115,-637625.449360761,-637625.444859933,-637625.438249557,-637625.417723318,-637625.325746767,-637625.3069164,-637625.304387781,-637625.302151155,-637625.300073658,-637625.298173164,-637625.296484067,-637625.295025632,-637625.293789973,-637625.292749796,-637625.29187087,-637625.291118864,-637625.290461391,-637625.289868337
"sla",30,"pn",-651035.648969454,-634241.545450637,-633060.967186251,-632567.278844964,-632299.033658354,-632100.09654286,-631963.04778146,-631846.664290683,-631761.048954214,-631658.418034491,-631524.462613115,-631401.852919455,-631275.346914786,-631132.677682146,-630974.347188224,-630789.6540353,-630547.928538159,-630101.512211479,-629437.154472965,-628928.2962348,-628669.515279499,-628545.413424802,-628494.062006198,-628460.849088924,-628436.114526198,-628419.013366023,-628405.916020134,-628395.114562391,-628383.027140968,-628371.210015522,-628360.302724158,-628349.069849928,-628337.437508116,-628323.857002611,-628314.352596364,-628302.280920698,-628290.493352446,-628275.923184356,-628263.042584345,-628255.124996947,-628249.14848092,-628244.002704373,-628241.064940916,-628238.938984737,-628237.51054927,-628236.0860463,-628234.719523302,-628233.340840638,-628232.409643145,-628230.569935349,-628228.300546709,-628227.39189187,-628224.271773969,-628221.038810885,-628219.779876244,-628218.733404708,-628218.007074512,-628217.675984561,-628217.303428766,-628216.61426328,-628216.152738516,-628215.866720582,-628215.612286969,-628215.259728243,-628214.691742935,-628214.193948116,-628213.779932094,-628212.869386557,-628212.356620642,-628212.165661598,-628211.935665932,-628211.295703561,-628210.247573312,-628209.597316651,-628209.317722939,-628209.103157106,-628208.831017614,-628208.73885631,-628208.584304653,-628208.405883067,-628208.179783962,-628207.92023521,-628207.571899863,-628207.139414504,-628206.908409998,-628206.577564528,-628206.45005972,-628206.376595419,-628206.295166373,-628206.208479936,-628206.138262147,-628206.017925012,-628205.895812258,-628205.830845563,-628205.728744835,-628205.567512307,-628205.411547355,-628205.256434725,-628205.133338602,-628204.989042459,-628204.400168467
"sla",30,"rec1_pn",-648290.326560889,-630477.971966374,-629441.241151973,-629152.26561087,-629034.893472692,-628978.316484982,-628945.309042108,-628923.802513988,-628908.690411862,-628898.806777754,-628891.373715022,-628886.343888237,-628881.527672237,-628879.159343857,-628877.504157349,-628874.725956812,-628872.198137118,-628870.322248305,-628869.148231405,-628868.047496874,-628867.111677404,-628866.132613523,-628865.245048309,-628864.597428839,-628863.708186432,-628862.880454456,-628861.690288382,-628860.787533752,-628860.352977758,-628859.98859571,-628859.556679545,-628859.068478097,-628858.687276848,-628858.272026163,-628857.730490002,-628857.501908856,-628857.226558518,-628856.739922179,-628856.258444018,-628855.829406601,-628855.364268638,-628855.098087971,-628854.861338193,-628854.575197133,-628854.335051015,-628854.137177726,-628853.924510253,-628853.679217429,-628853.464183356,-628853.306314991,-628853.154640759,-628852.989630508,-628852.821629119,-628852.739247561,-628852.666417027,-628852.515566083,-628851.918323643,-628851.597261545,-628851.508782572,-628851.435718116,-628851.386453187,-628851.295796931,-628851.186023509,-628851.08236478,-628850.937096987,-628850.623615604,-628849.797235533,-628849.362409474,-628849.234265217,-628849.179259173,-628849.105400877,-628849.007068374,-628848.909059361,-628848.65410069,-628848.086795796,-628847.597141987,-628846.991148574,-628846.533083184,-628846.14629705,-628845.537773181,-628845.216065373,-628844.959497079,-628844.734655403,-628844.236083245,-628843.75850607,-628843.532558803,-628843.39900932,-628843.243862729,-628843.094692307,-628842.93894577,-628842.811848452,-628842.652575047,-628842.401371098,-628842.176746887,-628841.909361013,-628841.467630157,-628840.889176666,-628840.306094444,-628839.4495938,-628838.756911604,-628837.844637508
"sla",30,"rec2_pn",-649147.958264449,-633992.342785276,-632803.804725267,-632214.893395816,-631944.241853309,-631755.513992481,-631620.772366437,-631476.666485838,-631321.393091807,-631206.06998433,-631089.648277779,-630998.986212885,-630906.510674616,-630837.872568444,-630783.608445551,-630735.059365628,-630691.037445086,-630651.853515511,-630622.699100889,-630598.470198184,-630577.70818027,-630550.423180889,-630528.287452278,-630514.080135196,-630501.512687796,-630491.27160015,-630478.001631511,-630467.657097466,-630458.246859742,-630447.900612726,-630436.314816572,-630427.431238954,-630420.873242663,-630413.989096352,-630404.517379535,-630393.442825253,-630385.163178728,-630376.52619169,-630368.071668149,-630359.620893303,-630346.319613209,-630320.947368288,-630290.746112162,-630241.029417304,-630144.29840898,-629972.819447984,-629511.668561183,-628938.039585038,-628554.047119863,-628354.781830317,-628278.634879988,-628237.016389817,-628204.029934256,-628191.633199748,-628183.76884228,-628173.221600648,-628161.861498847,-628143.791326935,-628128.156024396,-628114.677129143,-628101.784148735,-628099.343364359,-628096.40216363,-628093.738430047,-628091.114982663,-628088.16961933,-628085.438895972,-628083.242362469,-628081.133030721,-628079.317607948,-628078.28035186,-628076.977836263,-628075.245939659,-628074.056331007,-628072.696474843,-628070.792445992,-628069.42503464,-628066.439838111,-628064.934021565,-628062.243374657,-628061.315975487,-628060.854577162,-628060.461420033,-628060.094720706,-628059.670573386,-628059.200913196,-628058.881559337,-628058.558154611,-628057.968800616,-628056.631820676,-628056.367941467,-628056.227157677,-628056.138270367,-628055.86142851,-628055.526666258,-628055.341446653,-628055.213922949,-628055.066847889,-628054.923865779,-628054.642884654,-628053.814569652
"sla",30,"rec12_pn",-647031.135641129,-630933.883975788,-628928.716479061,-627953.186077961,-627507.511211236,-627119.688850212,-627035.393388906,-627000.392794042,-626982.142518525,-626972.312314035,-626965.515563596,-626960.681401375,-626957.718983548,-626954.976775092,-626952.534540172,-626949.229620844,-626944.798508004,-626943.079171536,-626941.811874496,-626940.71497735,-626939.52676687,-626938.369039252,-626937.870358947,-626937.390818148,-626936.94731443,-626936.52603914,-626935.670566604,-626935.036546964,-626934.84238227,-626934.671144841,-626934.489194731,-626934.286592672,-626934.170063739,-626934.092453408,-626934.0061799,-626933.89668264,-626933.797214354,-626933.697501665,-626933.594466409,-626933.492526951,-626933.414236424,-626933.348331833,-626933.288461989,-626933.229943788,-626933.16289587,-626933.104047436,-626932.998863954,-626932.820652936,-626932.71402856,-626932.611511542,-626932.490288505,-626932.326223655,-626932.196897749,-626932.118985406,-626932.078211626,-626932.050362771,-626932.012115531,-626931.94460935,-626931.857084115,-626931.820111889,-626931.804685588,-626931.79396865,-626931.78472135,-626931.774734258,-626931.761353711,-626931.747719506,-626931.734220472,-626931.719694137,-626931.697143576,-626931.554043189,-626931.427438576,-626931.394842691,-626931.365916175,-626931.338154934,-626931.309334549,-626931.276167358,-626931.235006741,-626931.186015186,-626931.134179745,-626931.090997186,-626931.06128337,-626931.01636044,-626931.004708138,-626930.999603231,-626930.995625371,-626930.991820593,-626930.987906598,-626930.98378962,-626930.979172167,-626930.973707488,-626930.968227754,-626930.964110299,-626930.961046102,-626930.958366673,-626930.95591782,-626930.953741133,-626930.951866108,-626930.950274222,-626930.948915237,-626930.947719389,-626930.946600072
"sla",30,"rec",-720850.40796867,-653059.077139861,-642319.828500735,-636467.820294956,-632394.590441816,-631162.620802616,-630699.156576792,-630429.584612712,-630232.015705542,-630085.266536011,-629943.586670523,-629713.6782389,-628310.690553384,-627061.459460845,-626810.458220973,-626717.216776424,-626669.785351423,-626644.005476233,-626626.454545642,-626610.440835702,-626598.206617047,-626588.044980342,-626579.774481562,-626574.482772767,-626567.110069624,-626562.075460961,-626556.85776747,-626552.675847535,-626549.87556313,-626546.408418278,-626542.632305041,-626538.683378255,-626534.234719128,-626528.865595683,-626525.385240829,-626522.117596255,-626517.612756026,-626514.326647593,-626510.169242315,-626507.025496688,-626503.90614541,-626500.602198942,-626498.235427269,-626496.44839461,-626494.077875118,-626491.646894954,-626487.348313919,-626484.50378952,-626481.088111807,-626478.769177947,-626475.247777046,-626472.253889243,-626469.30681916,-626466.455104614,-626463.683000526,-626458.808563261,-626451.493219277,-626444.319737843,-626439.807667654,-626436.725158268,-626432.354284601,-626428.303450958,-626423.694874371,-626419.019099937,-626415.261445288,-626412.827017854,-626409.619389206,-626405.34897972,-626402.564628521,-626397.658406503,-626388.889076295,-626386.563525667,-626385.274100351,-626383.146431192,-626379.901998968,-626377.809612409,-626373.542031483,-626369.213961856,-626367.435027101,-626366.556247363,-626365.782555466,-626365.045464286,-626363.731153545,-626362.575932069,-626361.933574785,-626361.105277839,-626360.545834471,-626360.269876844,-626359.884621272,-626359.135486187,-626358.330546002,-626357.804309906,-626356.141195287,-626354.087526042,-626353.152010618,-626352.519102776,-626351.980758633,-626351.597796776,-626350.696118912,-626349.314133988,-626348.799429944
